"_id","severity","country","city","level","line","speedKMH","length","turnType","type","uuid","endNode","speed","segments","roadType","delay","updateMillis","street","id","pubMillis"
1135842821,0,"BR","Curitiba",2,"[{""x"":-49.258893,""y"":-25.426947},{""x"":-49.258795,""y"":-25.42692},{""x"":-49.256196,""y"":-25.427142},{""x"":-49.255173,""y"":-25.427204},{""x"":-49.253723,""y"":-25.427346}]",11.99,523,"NONE","NONE",1135842821,"R. José de Alencar",3.3305555555555557,"[{""fromNode"":161154693,""ID"":158593853,""toNode"":161154884,""isForward"":true},{""fromNode"":161154884,""ID"":158594868,""toNode"":161155552,""isForward"":true},{""fromNode"":161155552,""ID"":158595257,""toNode"":161155805,""isForward"":true}]",2,80,1543534327293,"R. Mal. Deodoro",1135842821,1543533923011
791620099,2,"BR","Curitiba",5,"[{""x"":-49.306794,""y"":-25.432656},{""x"":-49.306492,""y"":-25.434009},{""x"":-49.306685,""y"":-25.434488}]",0,209,"NONE","NONE",791620099,"R. Pe. Agostinho",0,"[{""fromNode"":161141232,""ID"":319894798,""toNode"":161141217,""isForward"":false}]",1,-1,1543534323465,"R. Vitorino Kaviski",791620099,1543288718822
672115337,2,"BR","Curitiba",5,"[{""x"":-49.263792,""y"":-25.441765},{""x"":-49.262601,""y"":-25.441307}]",0,130,"NONE","NONE",672115337,"R. Piquiri",0,"[{""fromNode"":165078272,""ID"":349706687,""toNode"":263097970,""isForward"":false}]",2,-1,1543534332662,"Av. Pres. Getúlio Vargas - Pista Esq.",672115337,1543241972483
1122656363,0,"BR","Curitiba",2,"[{""x"":-49.262134,""y"":-25.429438},{""x"":-49.261607,""y"":-25.430409},{""x"":-49.261253,""y"":-25.431131},{""x"":-49.261021,""y"":-25.431626},{""x"":-49.260225,""y"":-25.433351},{""x"":-49.260144,""y"":-25.433535},{""x"":-49.259555,""y"":-25.434794},{""x"":-49.259488,""y"":-25.434936},{""x"":-49.259186,""y"":-25.435559}]",11.15,741,"NONE","NONE",1122656363,"Av. Pres. Affonso Camargo",3.0972222222222223,"[{""fromNode"":161153796,""ID"":158592511,""toNode"":161153940,""isForward"":true},{""fromNode"":161153940,""ID"":339782520,""toNode"":270918414,""isForward"":true},{""fromNode"":270918414,""ID"":339782521,""toNode"":161154084,""isForward"":true},{""fromNode"":161154084,""ID"":158592954,""toNode"":161154299,""isForward"":true},{""fromNode"":161154299,""ID"":158593296,""toNode"":161154476,""isForward"":true},{""fromNode"":161154476,""ID"":158593328,""toNode"":161154460,""isForward"":true},{""fromNode"":161154460,""ID"":158593568,""toNode"":161154494,""isForward"":true},{""fromNode"":161154494,""ID"":335395897,""toNode"":161154509,""isForward"":false}]",1,102,1543534328294,"R. Francisco Torres",1122656363,1543534122510
1116469976,0,"BR","Curitiba",3,"[{""x"":-49.325377,""y"":-25.427591},{""x"":-49.325048,""y"":-25.428156},{""x"":-49.324963,""y"":-25.428367},{""x"":-49.324677,""y"":-25.429277},{""x"":-49.324523,""y"":-25.429588},{""x"":-49.324523,""y"":-25.429587},{""x"":-49.324423,""y"":-25.429697},{""x"":-49.324264,""y"":-25.4298},{""x"":-49.324151,""y"":-25.429843},{""x"":-49.324042,""y"":-25.429856},{""x"":-49.323373,""y"":-25.42986},{""x"":-49.322989,""y"":-25.429918},{""x"":-49.322609,""y"":-25.42987}]",10.44,443,"NONE","NONE",1116469976,"R. Pe. Ladislau Kula",2.9,"[{""fromNode"":161135855,""ID"":158566710,""toNode"":161136191,""isForward"":false},{""fromNode"":161136191,""ID"":158566884,""toNode"":161136323,""isForward"":false},{""fromNode"":161136323,""ID"":242713828,""toNode"":188220913,""isForward"":false}]",2,98,1543534322634,"R. Tobias de Macedo Jr.",1116469976,1543534118177
2005279195,2,"BR","Curitiba",5,"[{""x"":-49.235616,""y"":-25.528777},{""x"":-49.235591,""y"":-25.528635},{""x"":-49.235603,""y"":-25.528545}]",0,26,"NONE","NONE",2005279195,"R. Geraldo Warkentin",0,"[{""fromNode"":201514451,""ID"":233366916,""toNode"":161160410,""isForward"":true}]",2,-1,1543534326163,"R. Mathias de Andrade Vieira",2005279195,1542636392266
1083039746,2,"BR","Curitiba",5,"[{""x"":-49.265327,""y"":-25.442354},{""x"":-49.26507,""y"":-25.442256}]",0,28,"NONE","NONE",1083039746,"R. Santo Antônio",0,"[{""fromNode"":263098272,""ID"":327259289,""toNode"":219128492,""isForward"":false}]",2,-1,1543534330711,"Av. Pres. Getúlio Vargas - Pista Esq.",1083039746,1543511081420
1164096839,0,"BR","Curitiba",3,"[{""x"":-49.259869,""y"":-25.429771},{""x"":-49.260783,""y"":-25.430118},{""x"":-49.261607,""y"":-25.430409},{""x"":-49.262367,""y"":-25.430719},{""x"":-49.262537,""y"":-25.43079},{""x"":-49.263235,""y"":-25.431049},{""x"":-49.264364,""y"":-25.431483}]",8.540000000000001,491,"NONE","NONE",1164096839,"R. Cons. Laurindo",2.3722222222222222,"[{""fromNode"":161154353,""ID"":158593039,""toNode"":161154152,""isForward"":true},{""fromNode"":161154152,""ID"":158592718,""toNode"":161153940,""isForward"":true},{""fromNode"":161153940,""ID"":158592383,""toNode"":161153795,""isForward"":true},{""fromNode"":161153795,""ID"":158592320,""toNode"":161153665,""isForward"":true},{""fromNode"":161153665,""ID"":158591948,""toNode"":161153327,""isForward"":true},{""fromNode"":161153327,""ID"":158591419,""toNode"":161153222,""isForward"":true}]",2,99,1543534328464,"R. Comendador Macedo",1164096839,1543534122840
1139309470,0,"BR","Curitiba",3,"[{""x"":-49.292305,""y"":-25.479871},{""x"":-49.292299,""y"":-25.479875},{""x"":-49.292216,""y"":-25.479434},{""x"":-49.292153,""y"":-25.478826},{""x"":-49.29209,""y"":-25.478018},{""x"":-49.292091,""y"":-25.477912},{""x"":-49.292116,""y"":-25.477818},{""x"":-49.292169,""y"":-25.477646},{""x"":-49.292428,""y"":-25.476933}]",5.290000000000001,333,"NONE","NONE",1139309470,,1.4694444444444446,"[{""fromNode"":254445436,""ID"":313416710,""toNode"":223336305,""isForward"":true},{""fromNode"":223336305,""ID"":267523759,""toNode"":223336306,""isForward"":true},{""fromNode"":223336306,""ID"":322499272,""toNode"":260176833,""isForward"":true}]",1,152,1543534322091,"V. Exclusiva de Ônibus",1139309470,1543534117685
1778682843,2,"BR","Curitiba",5,"[{""x"":-49.262601,""y"":-25.441307},{""x"":-49.261408,""y"":-25.44085}]",0,130,"NONE","NONE",1778682843,"R. João Negrão",0,"[{""fromNode"":263097970,""ID"":327258876,""toNode"":165078262,""isForward"":true}]",2,-1,1543534340014,"Av. Pres. Getúlio Vargas - Pista Esq.",1778682843,1538998392320
