"_id","city","comments","confidence","country","id","inscale","isJamUnifiedAlert","location","magvar","nComments","nImages","nThumbsUp","pubMillis","reliability","reportMood","reportRating","showFacebookPic","speed","street","subtype","type","uuid","wazeData","roadType","reportBy","reportDescription","nearBy","provider","providerId","imageId","imageUrl","reportByActiveGroupIcon","reportByActiveGroupName"
"alert-754240365/562f9f61-1fdc-3291-9b82-7404fec17328","Igarassu","[]",0,"BR","alert-754240365/562f9f61-1fdc-3291-9b82-7404fec17328",true,false,"{""x"":-34.908809,""y"":-7.855633}",172,0,0,0,1551895902771,5,50,2,false,0,"BR-101 Rod. Gov. Mário Covas","JAM_STAND_STILL_TRAFFIC","JAM","562f9f61-1fdc-3291-9b82-7404fec17328","world,-34.908809,-7.855633,562f9f61-1fdc-3291-9b82-7404fec17328,754240365",6,"TacianaAtaide",,,,,,,,
"alert-753442155/8b350966-afcf-37df-bfcc-70f61435386c","Jaboatão dos Guararapes","[]",0,"BR","alert-753442155/8b350966-afcf-37df-bfcc-70f61435386c",true,false,"{""x"":-34.942962,""y"":-8.151495}",345,0,0,0,1551894653902,5,50,0,false,0,"BR-101 Rod. Gov. Mário Covas","JAM_MODERATE_TRAFFIC","JAM","8b350966-afcf-37df-bfcc-70f61435386c","world,-34.942962,-8.151495,8b350966-afcf-37df-bfcc-70f61435386c,753442155",6,,,,,,,,,
"alert-744400810/0cc49db2-43c1-3efc-9330-fda570c916e8","Abreu e Lima","[]",0,"BR","alert-744400810/0cc49db2-43c1-3efc-9330-fda570c916e8",true,false,"{""x"":-34.902896,""y"":-7.896773}",171,0,0,0,1551894680805,5,0,1,false,0,"Av. Brasil","JAM_HEAVY_TRAFFIC","JAM","0cc49db2-43c1-3efc-9330-fda570c916e8","world,-34.902896,-7.896773,0cc49db2-43c1-3efc-9330-fda570c916e8,744400810",6,,,,,,,,,
"alert-754240335/8d294608-89d9-3ae2-8931-5c455424c23a","Igarassu","[{""reportBy"":""Thiago100000"",""reportMillis"":1551895916239,""isThumbsUp"":true}]",0,"BR","alert-754240335/8d294608-89d9-3ae2-8931-5c455424c23a",true,false,"{""x"":-34.911888,""y"":-7.840253}",165,0,0,1,1551895428228,6,50,2,false,0,"BR-101 Rod. Gov. Mário Covas","POLICE_VISIBLE","POLICE","8d294608-89d9-3ae2-8931-5c455424c23a","world,-34.911888,-7.840253,8d294608-89d9-3ae2-8931-5c455424c23a,754240335",6,"TacianaAtaide",,,,,,,,
"alert-743380341/d3bf0e35-127e-32ce-80c6-00863b224fd4","Igarassu","[{""reportBy"":""Skyter87"",""reportMillis"":1551895939712,""isThumbsUp"":false}]",0,"BR","alert-743380341/d3bf0e35-127e-32ce-80c6-00863b224fd4",true,false,"{""x"":-34.910026,""y"":-7.847692}",168,1,0,0,1551895483934,6,50,2,false,0,"BR-101 Rod. Gov. Mário Covas","JAM_STAND_STILL_TRAFFIC","JAM","d3bf0e35-127e-32ce-80c6-00863b224fd4","world,-34.910026,-7.847692,d3bf0e35-127e-32ce-80c6-00863b224fd4,743380341",6,"TacianaAtaide",,,,,,,,
"alert-741142373/97758d16-8ed7-3777-a696-af78c8a45908","Igarassu","[{""reportBy"":"""",""reportMillis"":1551895616015,""isThumbsUp"":false},{""reportBy"":""Skyter87"",""reportMillis"":1551895826554,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551895943252,""text"":""E blitz?"",""isThumbsUp"":false},{""reportBy"":"""",""reportMillis"":1551896392986,""isThumbsUp"":false},{""reportBy"":""MaiaraCoutinhoBastos"",""reportMillis"":1551896420600,""isThumbsUp"":false},{""reportBy"":""MaiaraCoutinhoBastos"",""reportMillis"":1551896436018,""text"":""PRF"",""isThumbsUp"":false}]",3,"BR","alert-741142373/97758d16-8ed7-3777-a696-af78c8a45908",true,false,"{""x"":-34.911596,""y"":-7.8414}",165,5,0,1,1551895225391,10,24,1,false,0,"BR-101 Rod. Gov. Mário Covas","POLICE_VISIBLE","POLICE","97758d16-8ed7-3777-a696-af78c8a45908","world,-34.911596,-7.8414,97758d16-8ed7-3777-a696-af78c8a45908,741142373",6,,,,,,,,,
"alert-756202144/d8e4fa6b-4e2a-3f39-b48d-133326e606f7","Moreno","[{""reportBy"":""NatanaelBenvindo"",""reportMillis"":1551896449055,""isThumbsUp"":true}]",0,"BR","alert-756202144/d8e4fa6b-4e2a-3f39-b48d-133326e606f7",true,false,"{""x"":-35.10445,""y"":-8.107541}",26,0,0,1,1551895954961,6,1,1,false,0,"BR-232","","POLICE","d8e4fa6b-4e2a-3f39-b48d-133326e606f7","world,-35.10445,-8.107541,d8e4fa6b-4e2a-3f39-b48d-133326e606f7,756202144",6,,,,,,,,,
"alert-755101325/3e48800d-242d-327d-838b-47fa4fdbe3b7","Abreu e Lima","[{""reportBy"":"""",""reportMillis"":1551892407872,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551892702002,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551893236976,""text"":""Polícia fazendo seu trabalho "",""isThumbsUp"":false},{""reportBy"":"""",""reportMillis"":1551893408713,""isThumbsUp"":true},{""reportBy"":""UrbeScaper"",""reportMillis"":1551893560834,""text"":""Polícia parando quem anda na faixa do ônibus"",""isThumbsUp"":false},{""reportBy"":"""",""reportMillis"":1551893628953,""text"":""Polícia federal, botando pra *** na galera que pega a faixa do ônibus. "",""isThumbsUp"":false},{""reportBy"":"""",""reportMillis"":1551894058153,""isThumbsUp"":false},{""reportBy"":"""",""reportMillis"":1551894134502,""text"":""O povo que tirar vantagem em tudo, o povo não o brasileiro"",""isThumbsUp"":false},{""reportBy"":"""",""reportMillis"":1551894581045,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551894885693,""text"":""tao parando so quem esta na pista do ônibus é "",""isThumbsUp"":false},{""reportBy"":"""",""reportMillis"":1551895138047,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551895224050,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551895510763,""isThumbsUp"":true},{""reportMillis"":1551895740925,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551895965785,""text"":""estão parando td é "",""isThumbsUp"":false},{""reportBy"":"""",""reportMillis"":1551896313884,""isThumbsUp"":true}]",5,"BR","alert-755101325/3e48800d-242d-327d-838b-47fa4fdbe3b7",true,false,"{""x"":-34.903493,""y"":-7.892529}",172,7,0,9,1551892283436,10,1,1,false,0,"Av. Brasil","POLICE_VISIBLE","POLICE","3e48800d-242d-327d-838b-47fa4fdbe3b7","world,-34.903493,-7.892529,3e48800d-242d-327d-838b-47fa4fdbe3b7,755101325",6,"Edilson83f",,,,,,,,
"alert-747199109/0e91c276-c97f-3351-a927-c49a643b9027","Recife","[{""reportBy"":""erikanjo"",""reportMillis"":1551884930998,""isThumbsUp"":true},{""reportMillis"":1551921546299,""isThumbsUp"":true}]",1,"BR","alert-747199109/0e91c276-c97f-3351-a927-c49a643b9027",true,false,"{""x"":-34.943314,""y"":-8.081255}",185,0,0,2,1551884077364,7,50,0,false,0,"BR-101 Rod. Gov. Mário Covas","HAZARD_ON_ROAD_POT_HOLE","HAZARD","0e91c276-c97f-3351-a927-c49a643b9027","world,-34.943314,-8.081255,0e91c276-c97f-3351-a927-c49a643b9027,747199109",6,,,,,,,,,
"alert-756661924/84c589f1-7301-3f04-857e-fc562931ee94","Abreu e Lima","[]",0,"BR","alert-756661924/84c589f1-7301-3f04-857e-fc562931ee94",true,false,"{""x"":-34.902406,""y"":-7.899804}",158,0,0,0,1551894749369,5,34,0,false,0,"Av. Brasil","JAM_HEAVY_TRAFFIC","JAM","84c589f1-7301-3f04-857e-fc562931ee94","world,-34.902406,-7.899804,84c589f1-7301-3f04-857e-fc562931ee94,756661924",6,,,,,,,,,
"alert-735154817/8f8b18c9-0a01-3574-b791-287a97ecad68","Recife","[{""reportBy"":"""",""reportMillis"":1551645256868,""isThumbsUp"":true},{""reportBy"":""valdemirfsjr"",""reportMillis"":1551651802850,""isThumbsUp"":false},{""reportBy"":"""",""reportMillis"":1551657502206,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551665374665,""isThumbsUp"":true},{""reportBy"":""RostanAraujoMeow"",""reportMillis"":1551710370620,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551720243738,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551728150622,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551728152073,""isThumbsUp"":true},{""reportMillis"":1551735160187,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551736783795,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551736850116,""isThumbsUp"":true},{""reportMillis"":1551741592791,""isThumbsUp"":true},{""reportBy"":""NilinhoCoelho"",""reportMillis"":1551745343512,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551800269086,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551819670695,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551821390721,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551825180826,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551830353757,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551844023064,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551846959104,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551860160908,""isThumbsUp"":true},{""reportBy"":""erikanjo"",""reportMillis"":1551884948021,""isThumbsUp"":true},{""reportBy"":""Tadzyo_o"",""reportMillis"":1551898331017,""isThumbsUp"":true},{""reportMillis"":1551911075616,""isThumbsUp"":true}]",5,"BR","alert-735154817/8f8b18c9-0a01-3574-b791-287a97ecad68",true,false,"{""x"":-34.944296,""y"":-8.083852}",223,1,0,23,1551621158920,10,10,3,false,0,"BR-101 Rod. Gov. Mário Covas","HAZARD_ON_ROAD_POT_HOLE","HAZARD","8f8b18c9-0a01-3574-b791-287a97ecad68","world,-34.944296,-8.083852,8f8b18c9-0a01-3574-b791-287a97ecad68,735154817",6,"cftvrecife",,,,,,,,
"alert-747542109/8ce1eeec-8e57-322f-8bbb-3c712f490ca4","Jaboatão dos Guararapes","[{""reportBy"":""PatrickArcanjo65"",""reportMillis"":1551895641381,""isThumbsUp"":false},{""reportBy"":""PatrickArcanjo65"",""reportMillis"":1551895650571,""isThumbsUp"":false},{""reportBy"":""eamacedo"",""reportMillis"":1551895677473,""isThumbsUp"":false},{""reportBy"":""PatrickArcanjo65"",""reportMillis"":1551895987929,""isThumbsUp"":false},{""reportBy"":"""",""reportMillis"":1551896073634,""isThumbsUp"":false}]",2,"BR","alert-747542109/8ce1eeec-8e57-322f-8bbb-3c712f490ca4",true,false,"{""x"":-34.947377,""y"":-8.143387}",25,5,0,0,1551895334808,10,1,1,false,0,"BR-101 Rod. Gov. Mário Covas","JAM_HEAVY_TRAFFIC","JAM","8ce1eeec-8e57-322f-8bbb-3c712f490ca4","world,-34.947377,-8.143387,8ce1eeec-8e57-322f-8bbb-3c712f490ca4,747542109",6,,,,,,,,,
"alert-742942351/3eb2815a-b3a9-38f1-91bc-3eb5d7f84a4e","Recife","[]",0,"BR","alert-742942351/3eb2815a-b3a9-38f1-91bc-3eb5d7f84a4e",true,false,"{""x"":-34.947588,""y"":-8.136756}",0,0,0,0,1551895997450,5,49,3,false,0,"BR-101 Rod. Gov. Mário Covas","","JAM","3eb2815a-b3a9-38f1-91bc-3eb5d7f84a4e","world,-34.947588,-8.136756,3eb2815a-b3a9-38f1-91bc-3eb5d7f84a4e,742942351",6,"PatrickArcanjo65",,,,,,,,
"alert-758002284/664dcae6-9b76-3bef-b83e-8ec49745ed2d","Igarassu","[{""reportBy"":"""",""reportMillis"":1551896275941,""isThumbsUp"":false}]",0,"BR","alert-758002284/664dcae6-9b76-3bef-b83e-8ec49745ed2d",true,false,"{""x"":-34.910163,""y"":-7.847067}",167,1,0,0,1551896002021,6,49,2,false,0,"BR-101 Rod. Gov. Mário Covas","JAM_STAND_STILL_TRAFFIC","JAM","664dcae6-9b76-3bef-b83e-8ec49745ed2d","world,-34.910163,-7.847067,664dcae6-9b76-3bef-b83e-8ec49745ed2d,758002284",6,"Thiago100000",,,,,,,,
"alert-751122567/3278fcaf-73a4-3ca8-833c-c29f4c967640","Igarassu","[{""reportBy"":"""",""reportMillis"":1551896105192,""isThumbsUp"":false},{""reportBy"":"""",""reportMillis"":1551896440427,""isThumbsUp"":true}]",1,"BR","alert-751122567/3278fcaf-73a4-3ca8-833c-c29f4c967640",true,false,"{""x"":-34.908571,""y"":-7.857427}",172,1,0,1,1551896010366,7,0,0,false,0,"BR-101 Rod. Gov. Mário Covas","JAM_STAND_STILL_TRAFFIC","JAM","3278fcaf-73a4-3ca8-833c-c29f4c967640","world,-34.908571,-7.857427,3278fcaf-73a4-3ca8-833c-c29f4c967640,751122567",6,"CKelly38",,,,,,,,
"alert-750040817/fe7c92d3-0bba-3a8a-8c7b-41e30db72679","Abreu e Lima","[]",0,"BR","alert-750040817/fe7c92d3-0bba-3a8a-8c7b-41e30db72679",true,false,"{""x"":-34.902553,""y"":-7.899189}",168,0,0,0,1551894810341,5,0,1,false,0,"Av. Brasil","JAM_HEAVY_TRAFFIC","JAM","fe7c92d3-0bba-3a8a-8c7b-41e30db72679","world,-34.902553,-7.899189,fe7c92d3-0bba-3a8a-8c7b-41e30db72679,750040817",6,,,,,,,,,
"alert-745622100/f8b7772f-9312-3fcb-970d-ad2d8cfa2f21",,"[]",0,"BR","alert-745622100/f8b7772f-9312-3fcb-970d-ad2d8cfa2f21",true,false,"{""x"":-35.105671,""y"":-8.109874}",30,0,0,0,1551894816857,5,1,3,false,0,"BR-232","POLICE_VISIBLE","POLICE","f8b7772f-9312-3fcb-970d-ad2d8cfa2f21","world,-35.105671,-8.109874,f8b7772f-9312-3fcb-970d-ad2d8cfa2f21,745622100",6,"RogeriopedrosadinoSpeedy",,"Moreno",,,,,,
"alert-740481703/dfd3dd17-9000-30a2-9ece-2050064e64de","Recife","[]",0,"BR","alert-740481703/dfd3dd17-9000-30a2-9ece-2050064e64de",true,false,"{""x"":-34.946872,""y"":-8.088966}",182,0,0,0,1551894788115,5,10,1,false,0,"BR-101 Rod. Gov. Mário Covas","JAM_HEAVY_TRAFFIC","JAM","dfd3dd17-9000-30a2-9ece-2050064e64de","world,-34.946872,-8.088966,dfd3dd17-9000-30a2-9ece-2050064e64de,740481703",6,,,,,,,,,
"alert-747080369/81a46a27-2c89-3d5a-bbc6-d907791eeb62","Igarassu","[]",0,"BR","alert-747080369/81a46a27-2c89-3d5a-bbc6-d907791eeb62",true,false,"{""x"":-34.908482,""y"":-7.858082}",171,0,0,0,1551896043198,5,50,2,false,0,"BR-101 Rod. Gov. Mário Covas","JAM_STAND_STILL_TRAFFIC","JAM","81a46a27-2c89-3d5a-bbc6-d907791eeb62","world,-34.908482,-7.858082,81a46a27-2c89-3d5a-bbc6-d907791eeb62,747080369",6,"TacianaAtaide",,,,,,,,
"alert-749762108/f6e453c3-a469-330c-bdb6-f007956b4c0d","Moreno","[]",0,"BR","alert-749762108/f6e453c3-a469-330c-bdb6-f007956b4c0d",true,false,"{""x"":-35.104058,""y"":-8.106766}",26,0,0,0,1551894839892,5,1,3,false,0,"BR-232","HAZARD_ON_SHOULDER_CAR_STOPPED","HAZARD","f6e453c3-a469-330c-bdb6-f007956b4c0d","world,-35.104058,-8.106766,f6e453c3-a469-330c-bdb6-f007956b4c0d,749762108",6,"RogeriopedrosadinoSpeedy",,,,,,,,
"alert-744820370/86be30fa-021e-3864-bf70-74631cf8ed42","Igarassu","[]",0,"BR","alert-744820370/86be30fa-021e-3864-bf70-74631cf8ed42",true,false,"{""x"":-34.908391,""y"":-7.858664}",171,0,0,0,1551896109705,5,50,2,false,0,"BR-101 Rod. Gov. Mário Covas","JAM_STAND_STILL_TRAFFIC","JAM","86be30fa-021e-3864-bf70-74631cf8ed42","world,-34.908391,-7.858664,86be30fa-021e-3864-bf70-74631cf8ed42,744820370",6,"TacianaAtaide",,,,,,,,
"alert-745382390/18c9951d-974f-3112-8ed8-c6e40a82bf49","Jaboatão dos Guararapes","[]",0,"BR","alert-745382390/18c9951d-974f-3112-8ed8-c6e40a82bf49",true,false,"{""x"":-34.947407,""y"":-8.144878}",331,0,0,0,1551896143060,10,1,5,false,0,"BR-101 Rod. Gov. Mário Covas","JAM_MODERATE_TRAFFIC","JAM","18c9951d-974f-3112-8ed8-c6e40a82bf49","world,-34.947407,-8.144878,18c9951d-974f-3112-8ed8-c6e40a82bf49,745382390",6,"hebermc",,,,,,,,
"alert-751622127/e69ef1eb-05cf-3ce8-9213-7aeeee6f1704",,"[]",0,"BR","alert-751622127/e69ef1eb-05cf-3ce8-9213-7aeeee6f1704",true,false,"{""x"":-35.08193,""y"":-8.097223}",68,0,0,0,1551894950957,5,1,3,false,0,"BR-232","JAM_HEAVY_TRAFFIC","JAM","e69ef1eb-05cf-3ce8-9213-7aeeee6f1704","world,-35.08193,-8.097223,e69ef1eb-05cf-3ce8-9213-7aeeee6f1704,751622127",6,"RogeriopedrosadinoSpeedy",,"Moreno",,,,,,
"alert-744686598/39df5102-9ed3-3e94-a09a-b6aae770bed5","Recife","[{""reportBy"":"""",""reportMillis"":1551874832743,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551874861093,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551887581145,""isThumbsUp"":true},{""reportBy"":""PatriciaCFMatos"",""reportMillis"":1551887796990,""isThumbsUp"":true},{""reportBy"":""italomacario"",""reportMillis"":1551894494971,""isThumbsUp"":false},{""reportBy"":"""",""reportMillis"":1551894910781,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551898160215,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551898161883,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551900998409,""isThumbsUp"":true},{""reportMillis"":1551905505570,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551910900316,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551913557749,""isThumbsUp"":true}]",5,"BR","alert-744686598/39df5102-9ed3-3e94-a09a-b6aae770bed5",true,false,"{""x"":-34.957705,""y"":-8.072202}",73,1,0,11,1551828376959,10,0,1,false,0,"BR-232","HAZARD_ON_ROAD_POT_HOLE","HAZARD","39df5102-9ed3-3e94-a09a-b6aae770bed5","world,-34.957705,-8.072202,39df5102-9ed3-3e94-a09a-b6aae770bed5,744686598",6,"RelampagoMarquinhosll",,,,,,,,
"alert-751461937/c1719188-2846-37ae-bc0b-b3170a89f056","Jaboatão dos Guararapes","[]",0,"BR","alert-751461937/c1719188-2846-37ae-bc0b-b3170a89f056",false,false,"{""x"":-35.018167,""y"":-8.104764}",164,0,0,0,1551896400034,5,10,1,false,0,"Est. da Luz","POLICE_VISIBLE","POLICE","c1719188-2846-37ae-bc0b-b3170a89f056","world,-35.018167,-8.104764,c1719188-2846-37ae-bc0b-b3170a89f056,751461937",2,,,,,,,,,
"alert-745842280/979a9f46-9c6a-32b9-80ef-969a07d05b55","Recife","[]",0,"BR","alert-745842280/979a9f46-9c6a-32b9-80ef-969a07d05b55",false,false,"{""x"":-34.902766,""y"":-8.114563}",39,0,0,0,1551896344284,5,49,1,false,0,"Av. D. João VI","HAZARD_ON_ROAD_CAR_STOPPED","HAZARD","979a9f46-9c6a-32b9-80ef-969a07d05b55","world,-34.902766,-8.114563,979a9f46-9c6a-32b9-80ef-969a07d05b55,745842280",2,,,,,,,,,
"alert-744321960/96d4c53a-55bb-3d22-8cc0-c68f2b14442d","Recife","[{""reportBy"":"""",""reportMillis"":1551896358735,""isThumbsUp"":false}]",0,"BR","alert-744321960/96d4c53a-55bb-3d22-8cc0-c68f2b14442d",false,false,"{""x"":-34.928982,""y"":-8.094008}",353,1,0,0,1551896351230,6,10,1,false,0,"Av. Recife","JAM_HEAVY_TRAFFIC","JAM","96d4c53a-55bb-3d22-8cc0-c68f2b14442d","world,-34.928982,-8.094008,96d4c53a-55bb-3d22-8cc0-c68f2b14442d,744321960",2,,,,,,,,,
"alert-750120058/1c4b16b8-70a4-3c42-bd76-c94ef4df5c69","Recife","[]",0,"BR","alert-750120058/1c4b16b8-70a4-3c42-bd76-c94ef4df5c69",false,false,"{""x"":-34.952815,""y"":-8.121452}",74,0,0,0,1551896360268,5,24,3,false,0,"Av. Porto Seguro","POLICE_VISIBLE","POLICE","1c4b16b8-70a4-3c42-bd76-c94ef4df5c69","world,-34.952815,-8.121452,1c4b16b8-70a4-3c42-bd76-c94ef4df5c69,750120058",,,,,,,,,,
"alert-753541965/261d6957-659a-3595-8d0f-a86548802f28","Recife","[{""reportBy"":"""",""reportMillis"":1551896432903,""isThumbsUp"":false}]",0,"BR","alert-753541965/261d6957-659a-3595-8d0f-a86548802f28",false,false,"{""x"":-34.929057,""y"":-8.09348}",352,1,0,0,1551896371136,6,10,1,false,0,"Av. Recife","JAM_HEAVY_TRAFFIC","JAM","261d6957-659a-3595-8d0f-a86548802f28","world,-34.929057,-8.09348,261d6957-659a-3595-8d0f-a86548802f28,753541965",2,,,,,,,,,
"alert-744502621/8de9aad1-7e04-3b57-aaa9-2e67b738fe4e","Recife","[{""reportBy"":"""",""reportMillis"":1551896864783,""isThumbsUp"":true}]",0,"BR","alert-744502621/8de9aad1-7e04-3b57-aaa9-2e67b738fe4e",false,false,"{""x"":-34.926454,""y"":-7.99503}",321,0,0,1,1551896348650,7,1,1,false,0,"Av. Ver. Otacílio Azevedo","HAZARD_ON_SHOULDER_ANIMALS","HAZARD","8de9aad1-7e04-3b57-aaa9-2e67b738fe4e","world,-34.926454,-7.99503,8de9aad1-7e04-3b57-aaa9-2e67b738fe4e,744502621",2,,,,,,,,,
"alert-745922180/984ea7fd-3825-356a-8be1-f4c7d965a2a6","Olinda","[{""reportBy"":"""",""reportMillis"":1551897065442,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551897541245,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551897554819,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551897707286,""isThumbsUp"":true}]",2,"BR","alert-745922180/984ea7fd-3825-356a-8be1-f4c7d965a2a6",false,false,"{""x"":-34.857825,""y"":-7.983472}",221,0,0,4,1551896195215,9,10,1,false,0,"Av. Sen. Nilo Coelho","","POLICE","984ea7fd-3825-356a-8be1-f4c7d965a2a6","world,-34.857825,-7.983472,984ea7fd-3825-356a-8be1-f4c7d965a2a6,745922180",2,,,,,,,,,
"alert-744102361/bde38730-a1eb-3ccc-b20f-228d4c8c6a53","Cabo de Santo Agostinho","[]",0,"BR","alert-744102361/bde38730-a1eb-3ccc-b20f-228d4c8c6a53",true,false,"{""x"":-34.939332,""y"":-8.245369}",41,0,0,0,1551896455824,5,1,1,false,0,"PE-024 Rota dos Coqueiros","","POLICE","bde38730-a1eb-3ccc-b20f-228d4c8c6a53","world,-34.939332,-8.245369,bde38730-a1eb-3ccc-b20f-228d4c8c6a53,744102361",7,,,,,,,,,
"alert-749262298/5c102a50-43ca-3eab-9238-e6bfe02678a0","Igarassu","[{""reportBy"":"""",""reportMillis"":1551896180771,""isThumbsUp"":false}]",0,"BR","alert-749262298/5c102a50-43ca-3eab-9238-e6bfe02678a0",true,false,"{""x"":-34.911209,""y"":-7.820623}",167,1,0,0,1551895018521,6,0,0,false,0,"PE-035","JAM_HEAVY_TRAFFIC","JAM","5c102a50-43ca-3eab-9238-e6bfe02678a0","world,-34.911209,-7.820623,5c102a50-43ca-3eab-9238-e6bfe02678a0,749262298",7,"CKelly38",,,,,,,,
"alert-753922065/e50bd17a-961a-3c08-ae0c-6519d59c873c","Paulista","[{""reportBy"":"""",""reportMillis"":1551896351501,""isThumbsUp"":true}]",0,"BR","alert-753922065/e50bd17a-961a-3c08-ae0c-6519d59c873c",true,false,"{""x"":-34.880001,""y"":-7.93797}",324,0,0,1,1551895780562,6,49,0,false,0,"PE-015 Rod. Dr. Clóvis Scripilliti","ACCIDENT_MINOR","ACCIDENT","e50bd17a-961a-3c08-ae0c-6519d59c873c","world,-34.880001,-7.93797,e50bd17a-961a-3c08-ae0c-6519d59c873c,753922065",7,"LuizPauloRibeiro",,,,,,,,
"alert-739781333/7e2743fc-1624-3ff4-adee-ac657e412268","Olinda","[{""reportBy"":"""",""reportMillis"":1551892850525,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551893914344,""text"":""ainda tem ?"",""isThumbsUp"":false},{""reportBy"":"""",""reportMillis"":1551894790619,""text"":""E blitz  ?"",""isThumbsUp"":false},{""reportBy"":"""",""reportMillis"":1551894935557,""text"":""e bptran ainda ta"",""isThumbsUp"":false},{""reportBy"":"""",""reportMillis"":1551895231536,""isThumbsUp"":true},{""reportBy"":""LuizPauloRibeiro"",""reportMillis"":1551895267034,""isThumbsUp"":false},{""reportBy"":"""",""reportMillis"":1551895548185,""text"":""Tá lá ainda   ?"",""isThumbsUp"":false},{""reportMillis"":1551895625633,""isThumbsUp"":true}]",4,"BR","alert-739781333/7e2743fc-1624-3ff4-adee-ac657e412268",true,false,"{""x"":-34.85569,""y"":-7.983064}",343,5,0,3,1551892573368,10,50,1,false,0,"R. Pref. Manuel Regueira","POLICE_VISIBLE","POLICE","7e2743fc-1624-3ff4-adee-ac657e412268","world,-34.85569,-7.983064,7e2743fc-1624-3ff4-adee-ac657e412268,739781333",7,,,,,,,,,
"alert-758122064/82dcdb8b-71d7-3c34-a776-d3a1da0fa34a",,"[{""reportBy"":"""",""reportMillis"":1551894763743,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551896183484,""isThumbsUp"":true}]",0,"BR","alert-758122064/82dcdb8b-71d7-3c34-a776-d3a1da0fa34a",true,false,"{""x"":-35.131749,""y"":-8.113587}",100,0,0,2,1551894692337,8,1,3,false,0,"BR-232","HAZARD_ON_SHOULDER_CAR_STOPPED","HAZARD","82dcdb8b-71d7-3c34-a776-d3a1da0fa34a","world,-35.131749,-8.113587,82dcdb8b-71d7-3c34-a776-d3a1da0fa34a,758122064",6,"RogeriopedrosadinoSpeedy",,"Moreno",,,,,,
"alert-757861994/bca0d61a-fb12-3a2c-9e7b-333e8611a616","Recife","[{""reportBy"":""PatrickArcanjo65"",""reportMillis"":1551896184806,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551896205707,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551896206320,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551896233386,""isThumbsUp"":true}]",2,"BR","alert-757861994/bca0d61a-fb12-3a2c-9e7b-333e8611a616",true,false,"{""x"":-34.944785,""y"":-8.130413}",36,0,0,4,1551895105518,9,1,2,false,0,"BR-101 Rod. Gov. Mário Covas","HAZARD_ON_ROAD_CONSTRUCTION","HAZARD","bca0d61a-fb12-3a2c-9e7b-333e8611a616","world,-34.944785,-8.130413,bca0d61a-fb12-3a2c-9e7b-333e8611a616,757861994",6,"Tacito2000",,,,,,,,
"alert-753402405/2ee2cc30-afe0-3485-9c24-263e04212630","Recife","[]",0,"BR","alert-753402405/2ee2cc30-afe0-3485-9c24-263e04212630",true,false,"{""x"":-34.947336,""y"":-8.133814}",20,0,0,0,1551896189842,5,49,3,false,0,"BR-101 Rod. Gov. Mário Covas","JAM_HEAVY_TRAFFIC","JAM","2ee2cc30-afe0-3485-9c24-263e04212630","world,-34.947336,-8.133814,2ee2cc30-afe0-3485-9c24-263e04212630,753402405",6,"PatrickArcanjo65",,,,,,,,
