"date","busCode","hasBusBunching","trips","percTrips"
"2017-05-01","MA008","FALSE",2,1
"2017-05-01","MA013","FALSE",19,1
"2017-05-01","MB301","FALSE",8,1
"2017-05-01","MB605","FALSE",7,1
"2017-05-01","MC303","FALSE",20,1
"2017-05-01","MC305","FALSE",21,1
"2017-05-01","MC491","FALSE",21,1
"2017-05-01","MC851","FALSE",14,1
"2017-05-01","ML301","FALSE",11,1
"2017-05-01","ML306","FALSE",11,1
"2017-05-01","MN400","FALSE",27,1
"2017-05-01","MN401","FALSE",28,1
"2017-05-01","MN405","FALSE",14,1
"2017-05-01","MN600","FALSE",22,1
"2017-05-01","MN606","FALSE",18,1
"2017-05-01","MN608","FALSE",12,1
"2017-05-01","MN609","FALSE",17,1
"2017-05-01","MN610","FALSE",20,1
"2017-05-01","MN611","FALSE",15,1
